ride_id,rider_id,driver_id,request_time,pickup_time,dropoff_time,pickup_city,dropoff_city,distance_km,status,fare
31190,6380,849,12/15/2021 20:20,12/15/2021 20:24,12/15/2021 21:03,Montreal,Toronto,2.53,completed,7.68
31191,7915,469,9/25/2022 7:12,9/25/2022 7:17,9/25/2022 7:37,Vancouver,Calgary,15.03,completed,41.07
31192,3932,590,5/16/2024 18:40,5/16/2024 18:49,5/16/2024 19:10,Chicago,San Francisco,24.61,completed,69.53
31193,3897,958,4/12/2023 11:27,4/12/2023 11:41,4/12/2023 12:07,New York,Toronto,18.86,completed,44.4
31194,210,1719,11/18/2024 19:54,11/18/2024 20:04,11/18/2024 20:24,Boston,Boston,12.32,completed,35.58
31195,9619,103,9/3/2024 4:13,9/3/2024 4:18,9/3/2024 5:06,Ottawa,Los Angeles,19.15,completed,52.53
31196,5609,1051,1/29/2023 22:53,1/29/2023 23:00,1/29/2023 23:23,Ottawa,Los Angeles,27.42,completed,68.76
31197,3141,574,10/6/2021 17:32,10/6/2021 17:42,10/6/2021 18:33,Chicago,Vancouver,14.81,completed,33.49
31198,4346,1755,12/6/2022 4:29,12/6/2022 4:30,12/6/2022 5:14,Ottawa,Chicago,12.91,cancelled,40.22
31199,5266,738,6/25/2024 5:41,6/25/2024 5:46,6/25/2024 6:02,New York,Boston,20.67,completed,59.58
31200,2316,837,7/30/2022 11:36,7/30/2022 11:39,7/30/2022 12:38,New York,New York,27.55,completed,69.66
31201,8696,1144,2/5/2023 9:03,2/5/2023 9:16,2/5/2023 10:13,Vancouver,Chicago,5.28,completed,17.92
31202,1494,1618,4/24/2022 14:28,4/24/2022 14:40,4/24/2022 14:55,Los Angeles,New York,12.54,completed,30.53
31203,5397,1766,12/29/2022 4:54,12/29/2022 5:01,12/29/2022 5:22,Ottawa,Boston,14.59,completed,36.2
31204,4792,1284,6/17/2021 3:57,6/17/2021 4:05,6/17/2021 4:24,Los Angeles,New York,20.03,completed,59.51
31205,9743,1626,7/27/2023 14:02,7/27/2023 14:07,7/27/2023 14:39,San Francisco,Vancouver,29.18,completed,77.81
31206,7072,1842,1/26/2024 6:08,1/26/2024 6:16,1/26/2024 6:38,Boston,Calgary,23.17,cancelled,61.09
31207,1325,760,11/27/2024 9:06,11/27/2024 9:18,11/27/2024 9:33,Boston,Boston,22.91,completed,54.59
31208,4755,1326,11/8/2021 4:40,11/8/2021 4:41,11/8/2021 5:30,New York,Montreal,21.66,cancelled,57.66
31209,6753,875,3/24/2021 17:26,3/24/2021 17:38,3/24/2021 17:55,San Francisco,New York,16.5,completed,49.44
31210,5094,348,5/9/2021 23:11,5/9/2021 23:21,5/9/2021 23:50,Chicago,New York,24.2,cancelled,57.1
31211,3460,1428,9/9/2024 2:39,9/9/2024 2:52,9/9/2024 3:28,Montreal,New York,23.03,completed,-54.56
31212,6742,1728,8/1/2023 10:23,8/1/2023 10:28,8/1/2023 10:40,Toronto,Calgary,14.67,completed,37.63
31213,3017,1305,2/19/2021 3:39,2/19/2021 3:51,2/19/2021 4:47,Ottawa,Ottawa,19.59,completed,45.96
31214,8650,8,8/7/2021 11:35,8/7/2021 11:38,8/7/2021 12:07,Chicago,Toronto,19.51,cancelled,46.09
31215,1203,660,1/22/2023 13:00,1/22/2023 13:14,1/22/2023 14:01,San Francisco,Montreal,27.22,completed,73.22
31216,5515,1689,1/4/2023 13:31,1/4/2023 13:46,1/4/2023 14:25,Los Angeles,Toronto,4.51,cancelled,13.38
31217,177,12,1/15/2023 6:19,1/15/2023 6:30,1/15/2023 7:11,Calgary,Toronto,16.53,completed,44.29
31218,9006,1618,11/19/2024 5:55,11/19/2024 6:06,11/19/2024 7:01,Chicago,Montreal,24.86,completed,64.41
31219,386,1651,3/7/2022 9:49,3/7/2022 9:59,3/7/2022 10:16,Chicago,Toronto,18.8,completed,50.72
31220,3491,1795,9/10/2023 19:51,9/10/2023 20:03,9/10/2023 20:39,Ottawa,Los Angeles,15.77,completed,38.29
31221,6207,1113,2/22/2023 10:47,2/22/2023 10:56,2/22/2023 11:23,Calgary,Montreal,3.5,completed,5.98
31222,4469,192,9/28/2021 9:47,9/28/2021 9:56,9/28/2021 10:01,Chicago,Ottawa,23.88,cancelled,58.32
31223,2447,772,4/2/2024 20:54,4/2/2024 21:02,4/2/2024 22:02,San Francisco,Vancouver,8.55,completed,24.49
31224,4746,1536,4/1/2022 3:17,4/1/2022 3:24,4/1/2022 3:29,Calgary,Vancouver,28.96,completed,69.8
31225,3971,1436,7/26/2022 1:22,7/26/2022 1:24,7/26/2022 1:42,New York,Los Angeles,18.58,cancelled,54.5
31226,1689,173,9/12/2022 5:51,9/12/2022 6:05,9/12/2022 6:30,Toronto,Los Angeles,11.02,completed,31.44
31227,2632,1492,10/20/2021 14:34,10/20/2021 14:48,10/20/2021 15:27,Vancouver,Boston,22.25,completed,52.54
31228,2109,758,6/12/2024 15:34,6/12/2024 15:38,6/12/2024 16:06,Boston,Boston,11.37,completed,34.82
31229,3217,613,11/27/2024 0:41,11/27/2024 0:43,11/27/2024 1:08,New York,Los Angeles,4.54,completed,19.38
31230,3723,1560,7/9/2023 22:19,7/9/2023 22:34,7/9/2023 23:31,San Francisco,San Francisco,23.96,completed,58
31231,911,577,12/8/2022 6:37,12/8/2022 6:38,12/8/2022 7:23,Boston,Chicago,10.41,completed,32.75
31232,4136,1718,6/16/2024 17:42,6/16/2024 17:48,6/16/2024 17:57,San Francisco,New York,18.8,completed,50.65
31233,3304,774,3/13/2022 9:13,3/13/2022 9:27,3/13/2022 10:20,Ottawa,Calgary,1.11,completed,10.43
31234,8887,649,9/8/2022 9:21,9/8/2022 9:24,9/8/2022 9:52,Los Angeles,Calgary,2.34,completed,13.58
31235,852,1243,7/3/2021 2:32,7/3/2021 2:44,7/3/2021 3:08,New York,Ottawa,18.32,completed,42.11
31236,8444,1646,4/28/2022 11:03,4/28/2022 11:15,4/28/2022 11:23,Boston,Toronto,22.38,completed,59.8
31237,4675,1583,1/5/2024 17:40,1/5/2024 17:41,1/5/2024 18:31,Calgary,Chicago,2.75,completed,2.65
31238,8940,828,6/4/2021 20:05,6/4/2021 20:16,6/4/2021 20:45,Vancouver,Vancouver,24.84,cancelled,65.06
31239,6431,1336,3/30/2021 0:30,3/30/2021 0:36,3/30/2021 1:09,Los Angeles,Toronto,25.6,completed,63.35
31240,1266,503,7/20/2023 16:36,7/20/2023 16:37,7/20/2023 17:28,Montreal,Montreal,15.04,completed,44.1
31241,3148,1896,11/25/2022 2:33,11/25/2022 2:45,11/25/2022 3:09,Montreal,Vancouver,18.46,cancelled,55.19
31242,4948,393,5/4/2023 21:35,5/4/2023 21:49,5/4/2023 22:43,Toronto,Montreal,16.14,completed,42.57
31243,1557,826,2/14/2022 12:43,2/14/2022 12:51,2/14/2022 13:11,Montreal,Chicago,27.28,completed,73.98
31244,2723,996,8/9/2023 23:47,8/9/2023 23:50,8/10/2023 0:35,Vancouver,Ottawa,15.39,completed,44.66
31245,9564,724,6/9/2021 18:32,6/9/2021 18:41,6/9/2021 19:32,Vancouver,Ottawa,12.39,completed,36.67
31246,8387,1522,10/15/2022 21:18,10/15/2022 21:20,10/15/2022 21:27,Ottawa,Vancouver,8.31,completed,-21.12
31247,4617,79,11/19/2021 4:39,11/19/2021 4:54,11/19/2021 5:39,Los Angeles,Chicago,22.68,complted,57.14
31248,1397,611,2/3/2023 14:51,2/3/2023 15:00,2/3/2023 15:22,Boston,Ottawa,18.71,completed,54.93
31249,175,1791,12/25/2021 17:50,12/25/2021 18:00,12/25/2021 18:10,Toronto,Calgary,28.13,completed,75.14
31250,3850,287,8/19/2022 6:29,8/19/2022 6:36,8/19/2022 7:22,Los Angeles,Boston,27.27,completed,68.21
31251,1565,1869,7/26/2023 14:57,7/26/2023 15:11,7/26/2023 15:28,Los Angeles,New York,27.26,completed,66.26
31252,4885,851,10/24/2021 12:58,10/24/2021 13:02,10/24/2021 13:42,Calgary,Montreal,26.54,completed,64.13
31253,3423,618,3/8/2024 19:14,3/8/2024 19:16,3/8/2024 19:31,Ottawa,Boston,19.64,cancelled,-45.44
31254,3612,531,3/23/2024 14:08,3/23/2024 14:20,3/23/2024 14:45,Montreal,Chicago,8.44,completed,17.82
31255,5179,376,6/1/2021 17:52,6/1/2021 17:55,6/1/2021 18:50,San Francisco,Vancouver,27.26,completed,71.92
31256,2421,387,10/4/2022 2:05,10/4/2022 2:15,10/4/2022 2:38,Los Angeles,Calgary,2.62,completed,4.47
31257,5649,531,11/30/2021 1:50,11/30/2021 1:58,11/30/2021 2:56,Calgary,Vancouver,24.45,completed,62.17
31258,5763,1711,6/6/2022 19:18,6/6/2022 19:25,6/6/2022 20:22,Vancouver,New York,19.58,completed,55.8
31259,5785,464,4/8/2023 13:05,4/8/2023 13:07,4/8/2023 13:12,Calgary,Ottawa,6.07,completed,11.56
31260,9001,1051,2/1/2021 18:18,2/1/2021 18:32,2/1/2021 19:23,Calgary,Ottawa,25.84,completed,61.49
31261,2700,1881,12/27/2024 9:33,12/27/2024 9:47,12/27/2024 10:40,Chicago,Toronto,10.03,completed,32.62
31262,5758,724,8/1/2023 18:20,8/1/2023 18:21,8/1/2023 18:46,San Francisco,Los Angeles,9.32,completed,32.41
31263,8368,1442,5/1/2023 19:50,5/1/2023 19:52,5/1/2023 20:38,Calgary,Toronto,6.49,completed,19.63
31264,6230,632,11/29/2024 6:55,11/29/2024 7:10,11/29/2024 7:31,Boston,Vancouver,29.2,cancelled,76.89
31265,132,693,4/6/2023 8:25,4/6/2023 8:34,4/6/2023 9:07,Chicago,Chicago,24.55,completed,62.89
31266,5451,1700,7/18/2024 4:27,7/18/2024 4:29,7/18/2024 5:22,San Francisco,Vancouver,12.61,completed,37.13
31267,6852,1421,9/22/2023 4:58,9/22/2023 5:07,9/22/2023 5:12,San Francisco,Ottawa,24.82,completed,70.08
31268,4347,1169,2/9/2023 17:21,2/9/2023 17:35,2/9/2023 18:10,Vancouver,Ottawa,19.52,cancelled,54.14
31269,1184,1160,1/25/2022 18:05,1/25/2022 18:20,1/25/2022 18:49,San Francisco,Ottawa,23.44,completed,66.61
31270,9099,506,3/14/2024 21:15,3/14/2024 21:30,3/14/2024 21:57,New York,Vancouver,26.69,cancelled,72.68
31271,9766,1801,2/25/2023 1:24,2/25/2023 1:37,2/25/2023 2:12,Los Angeles,Boston,23.84,completed,55.31
31272,5916,256,8/8/2022 15:12,8/8/2022 15:13,8/8/2022 15:50,Ottawa,Boston,9.4,completed,22.56
31273,408,1475,2/13/2022 22:29,2/13/2022 22:41,2/13/2022 22:54,Montreal,Calgary,26.25,cancelled,72.19
31274,139,1700,6/11/2021 6:35,6/11/2021 6:49,6/11/2021 7:47,New York,Toronto,14.82,completed,45.13
31275,1162,717,9/24/2023 3:27,9/24/2023 3:28,9/24/2023 3:38,Toronto,New York,25.42,completed,59.28
31276,7951,1919,11/22/2022 16:09,11/22/2022 16:24,11/22/2022 16:54,Boston,Chicago,27.07,cancelled,76.69
31277,8662,1033,9/12/2024 11:15,9/12/2024 11:21,9/12/2024 11:48,Vancouver,New York,11.38,completed,36.41
31278,1813,1138,8/26/2021 15:19,8/26/2021 15:21,8/26/2021 16:20,Calgary,Ottawa,10.9,completed,30.23
31279,9200,600,11/19/2021 7:00,11/19/2021 7:08,11/19/2021 7:36,Ottawa,San Francisco,1.85,cancelled,13.78
31280,6241,1404,11/25/2024 23:32,11/25/2024 23:33,11/26/2024 0:08,Los Angeles,New York,13.1,completed,35.87
31281,3010,1838,8/12/2023 0:07,8/12/2023 0:17,8/12/2023 1:11,New York,New York,11.09,completed,30.53
31282,8271,943,6/21/2023 16:05,6/21/2023 16:11,6/21/2023 16:52,Toronto,Boston,8.08,completed,23.26
31283,1392,1225,10/27/2021 1:32,10/27/2021 1:39,10/27/2021 2:24,Boston,Ottawa,18.13,completed,53.61
31284,6973,1693,3/2/2024 17:38,3/2/2024 17:44,3/2/2024 18:02,Boston,New York,5.28,cancelled,22.52
31285,8178,306,3/20/2021 3:22,3/20/2021 3:23,3/20/2021 3:31,New York,Toronto,21.92,completed,62.55
31286,8416,1229,10/12/2023 10:21,10/12/2023 10:26,10/12/2023 11:24,San Francisco,Toronto,23.96,cancelled,62.2
31287,5509,622,2/17/2024 19:54,2/17/2024 20:00,2/17/2024 20:44,Vancouver,New York,24.79,completed,65.63
31288,6242,1986,2/7/2023 16:29,2/7/2023 16:44,2/7/2023 17:33,Vancouver,Ottawa,17,cancelled,50.44
31289,4724,555,12/3/2023 2:30,12/3/2023 2:33,12/3/2023 3:18,Los Angeles,Vancouver,21.77,completed,61.53
31290,4657,1426,12/21/2022 5:51,12/21/2022 6:03,12/21/2022 6:50,Ottawa,San Francisco,18.81,cancelled,56.1
31291,9415,298,5/31/2024 16:19,5/31/2024 16:34,5/31/2024 16:41,Ottawa,Vancouver,14.05,completed,44.72
31292,8558,1774,4/19/2023 7:58,4/19/2023 8:13,4/19/2023 8:23,Los Angeles,Toronto,7.2,cancelled,15.13
31293,243,535,9/22/2023 11:16,9/22/2023 11:21,9/22/2023 11:48,Chicago,Toronto,1.5,cancelled,13.15
31294,2801,1617,8/30/2024 1:38,8/30/2024 1:47,8/30/2024 2:15,Calgary,Boston,1.93,cancelled,10.32
31295,7023,105,2/23/2024 5:54,2/23/2024 6:03,2/23/2024 6:15,Boston,Toronto,21.29,completed,54.48
31296,3073,1207,1/16/2023 9:53,1/16/2023 10:03,1/16/2023 10:48,Montreal,Chicago,11.82,completed,38.61
31297,6019,789,1/20/2021 10:13,1/20/2021 10:28,1/20/2021 11:05,New York,Montreal,24.66,completed,67.76
31298,2030,328,2/26/2023 18:30,2/26/2023 18:34,2/26/2023 19:12,Chicago,San Francisco,20.04,cancelled,46.48
31299,9878,1227,7/3/2022 2:11,7/3/2022 2:23,7/3/2022 3:09,Ottawa,Boston,21.3,completed,51.87
31300,1863,1754,4/2/2024 23:58,4/3/2024 0:00,4/3/2024 0:59,San Francisco,San Francisco,21.47,cancelled,56.42
31301,7400,418,10/17/2023 10:49,10/17/2023 11:04,10/17/2023 11:16,Los Angeles,Ottawa,14.5,cancelled,31.63
31302,1190,1958,3/4/2024 5:36,3/4/2024 5:46,3/4/2024 6:12,Los Angeles,San Francisco,21.5,completed,52.42
31303,6284,1320,8/22/2024 10:47,8/22/2024 10:56,8/22/2024 11:30,Vancouver,Toronto,20.34,completed,50.28
31304,2392,1495,4/2/2023 7:44,4/2/2023 7:55,4/2/2023 8:39,Boston,Chicago,15.63,cancelled,40.46
31305,6908,1327,7/11/2023 14:55,7/11/2023 15:04,7/11/2023 15:49,Calgary,Vancouver,16.45,completed,-42.79
31306,4088,1927,11/13/2024 19:36,11/13/2024 19:43,11/13/2024 20:10,Montreal,San Francisco,1.48,cancelled,1.8
31307,2533,913,8/31/2024 16:12,8/31/2024 16:21,8/31/2024 16:34,Los Angeles,Calgary,27.68,completed,76.74
31308,3725,1234,2/9/2022 5:22,2/9/2022 5:28,2/9/2022 5:58,Chicago,Los Angeles,12.3,completed,33.31
31309,2072,397,2/19/2021 5:15,2/19/2021 5:20,2/19/2021 5:52,Boston,Boston,8.56,completed,21.14
31310,2821,1346,4/27/2024 13:36,4/27/2024 13:41,4/27/2024 14:15,Chicago,Montreal,11.03,completed,24.49
31311,2430,1656,7/27/2024 0:44,7/27/2024 0:58,7/27/2024 1:56,New York,Toronto,8.47,completed,27.51
31312,8596,1206,4/24/2023 6:06,4/24/2023 6:10,4/24/2023 6:38,Vancouver,Chicago,8.07,completed,22.35
31313,7884,1609,10/20/2023 4:26,10/20/2023 4:39,10/20/2023 5:30,Boston,Montreal,29.45,completed,80.83
31314,1665,921,4/9/2022 17:13,4/9/2022 17:15,4/9/2022 17:52,Ottawa,Chicago,27.64,completed,71.89
31315,5012,1622,7/31/2021 7:44,7/31/2021 7:58,7/31/2021 8:58,Montreal,New York,23.17,completed,67.51
31316,4788,1093,11/29/2022 8:31,11/29/2022 8:33,11/29/2022 9:28,Boston,Chicago,14.79,cancelled,43.37
31317,6948,1067,5/8/2023 12:37,5/8/2023 12:38,5/8/2023 13:17,Boston,Toronto,7.13,completed,18.07
31318,977,646,10/1/2023 22:50,10/1/2023 23:00,10/1/2023 23:14,Los Angeles,Vancouver,11.79,completed,37.31
31319,1675,1315,10/14/2023 16:51,10/14/2023 16:59,10/14/2023 17:36,San Francisco,Vancouver,7.97,cancelled,22.17
31320,5778,1476,12/20/2024 19:36,12/20/2024 19:39,12/20/2024 20:32,Montreal,Ottawa,18.17,completed,54.6
31321,4531,1547,7/31/2022 3:00,7/31/2022 3:11,7/31/2022 3:44,Los Angeles,New York,13.12,completed,37.02
31322,1335,654,8/26/2024 23:57,8/27/2024 0:12,8/27/2024 0:38,Vancouver,Boston,12.07,completed,33.76
31323,1924,1890,6/1/2024 19:31,6/1/2024 19:35,6/1/2024 19:41,Montreal,Vancouver,23.48,complted,68.36
31324,627,722,12/11/2024 21:01,12/11/2024 21:06,12/11/2024 21:44,Los Angeles,New York,4.59,completed,12.81
31325,3707,216,10/19/2024 1:49,10/19/2024 1:56,10/19/2024 2:41,Los Angeles,San Francisco,6.53,completed,25.85
31326,4609,43,7/15/2023 9:00,7/15/2023 9:11,7/15/2023 9:41,Vancouver,Boston,5.43,completed,21.4
31327,8436,1900,7/19/2021 9:18,7/19/2021 9:23,7/19/2021 10:07,Boston,Toronto,9.85,completed,30.73
31328,6302,1703,6/16/2021 22:21,6/16/2021 22:30,6/16/2021 22:41,Boston,Los Angeles,4.65,completed,8.27
31329,6490,1291,10/30/2024 3:45,10/30/2024 3:47,10/30/2024 4:45,Vancouver,Vancouver,9.86,completed,30.6
31330,2717,120,7/11/2023 7:12,7/11/2023 7:23,7/11/2023 7:28,Los Angeles,Calgary,5.37,completed,17.06
31331,9832,1315,1/15/2024 17:55,1/15/2024 18:01,1/15/2024 18:32,New York,San Francisco,20.6,cancelled,54.51
31332,5620,28,4/2/2022 1:36,4/2/2022 1:47,4/2/2022 2:47,Ottawa,San Francisco,21.9,cancelled,60.18
31333,846,1763,8/19/2022 3:00,8/19/2022 3:10,8/19/2022 3:52,Vancouver,Calgary,10.25,cancelled,21.54
31334,5041,1857,9/7/2024 9:28,9/7/2024 9:30,9/7/2024 9:39,Ottawa,Boston,11.8,cancelled,29.75
31335,7333,1465,9/13/2022 10:34,9/13/2022 10:40,9/13/2022 11:38,Los Angeles,Boston,16.83,completed,49.93
31336,6188,228,8/22/2022 11:01,8/22/2022 11:14,8/22/2022 11:31,Boston,Boston,28,complted,66.16
31337,3229,1648,8/4/2024 17:39,8/4/2024 17:45,8/4/2024 18:21,Boston,Ottawa,6.78,completed,16.04
31338,2069,831,4/15/2021 22:30,4/15/2021 22:39,4/15/2021 23:01,Vancouver,San Francisco,19.64,cancelled,46.01
31339,2488,292,6/30/2023 9:22,6/30/2023 9:37,6/30/2023 9:52,Boston,Calgary,1.09,complted,4.48
31340,5955,1911,8/12/2022 10:25,8/12/2022 10:31,8/12/2022 11:19,Vancouver,Vancouver,2.99,completed,13.77
31341,5183,1096,6/9/2021 23:37,6/9/2021 23:51,6/10/2021 0:43,Vancouver,San Francisco,24.24,completed,65.79
31342,4922,370,4/5/2023 16:28,4/5/2023 16:36,4/5/2023 16:55,Ottawa,Boston,14.81,completed,46.3
31343,5359,147,6/12/2023 16:50,6/12/2023 17:00,6/12/2023 17:45,Los Angeles,San Francisco,29.64,completed,77.86
31344,5359,1829,6/30/2023 23:27,6/30/2023 23:38,7/1/2023 0:03,New York,Vancouver,11.02,completed,36.42
31345,3154,1858,2/19/2024 21:36,2/19/2024 21:42,2/19/2024 22:13,Chicago,Toronto,20.29,completed,55.71
31346,7072,1876,3/7/2023 2:10,3/7/2023 2:13,3/7/2023 2:43,San Francisco,Toronto,4.51,cancelled,14.11
31347,5968,479,5/31/2023 2:46,5/31/2023 2:58,5/31/2023 3:49,Vancouver,Calgary,10.69,completed,31.88
31348,8179,1284,4/24/2022 13:40,4/24/2022 13:51,4/24/2022 14:12,Boston,Toronto,29.12,completed,72.79
31349,5631,445,1/30/2021 16:02,1/30/2021 16:16,1/30/2021 16:26,Montreal,Chicago,13.13,completed,38.16
31350,1545,1783,12/27/2023 13:28,12/27/2023 13:43,12/27/2023 14:27,Los Angeles,Toronto,6.32,cancelled,17.01
31351,7024,1878,2/24/2022 8:11,2/24/2022 8:23,2/24/2022 9:04,Los Angeles,Toronto,19.11,cancelled,51.45
31352,3272,1219,4/30/2021 10:03,4/30/2021 10:18,4/30/2021 11:17,Los Angeles,Montreal,20.82,completed,50.77
31353,9127,660,5/14/2022 10:53,5/14/2022 11:01,5/14/2022 11:48,Boston,Chicago,28.93,completed,68.8
31354,6169,343,1/30/2021 8:26,1/30/2021 8:35,1/30/2021 9:24,Calgary,New York,29.94,completed,78.98
31355,8311,1969,4/21/2023 10:12,4/21/2023 10:26,4/21/2023 10:49,Los Angeles,Ottawa,27.58,completed,69.36
31356,9127,797,9/18/2024 13:41,9/18/2024 13:42,9/18/2024 14:38,San Francisco,Boston,6.07,cancelled,-15.14
31357,1274,1225,6/9/2023 11:17,6/9/2023 11:30,6/9/2023 11:36,Chicago,Toronto,15.98,completed,46.06
31358,3133,1249,4/13/2023 23:25,4/13/2023 23:33,4/13/2023 23:45,New York,Toronto,20.84,completed,53.49
31359,8588,159,5/27/2023 21:55,5/27/2023 22:04,5/27/2023 22:14,Calgary,Toronto,8.84,completed,27.77
31360,5871,344,11/8/2023 1:08,11/8/2023 1:12,11/8/2023 2:08,Chicago,Calgary,17.31,completed,45.9
31361,3212,870,4/10/2024 17:00,4/10/2024 17:15,4/10/2024 18:04,Toronto,San Francisco,28.7,completed,68.32
31362,4768,1256,10/17/2022 8:03,10/17/2022 8:07,10/17/2022 8:48,New York,Vancouver,20.36,cancelled,46.3
31363,6777,1144,11/9/2024 7:51,11/9/2024 7:56,11/9/2024 8:34,Ottawa,Calgary,10.99,completed,26.46
31364,4758,39,3/15/2021 22:58,3/15/2021 23:02,3/15/2021 23:59,Vancouver,Vancouver,17.08,completed,43.15
31365,1274,1504,1/25/2023 10:29,1/25/2023 10:36,1/25/2023 11:15,Montreal,San Francisco,7.11,completed,21.41
31366,6831,1630,3/28/2021 20:21,3/28/2021 20:23,3/28/2021 20:56,Los Angeles,New York,20.23,completed,56.52
31367,9785,1777,8/26/2023 4:33,8/26/2023 4:45,8/26/2023 4:50,San Francisco,Chicago,28.76,completed,81.17
31368,5105,227,4/18/2022 7:25,4/18/2022 7:37,4/18/2022 8:14,Toronto,Vancouver,5.99,cancelled,21.8
31369,243,1245,3/31/2021 2:47,3/31/2021 2:57,3/31/2021 3:20,Toronto,Montreal,20.32,completed,56.17
31370,5511,146,1/21/2021 17:00,1/21/2021 17:04,1/21/2021 17:25,Vancouver,Chicago,16.37,completed,44.62
31371,3054,533,8/6/2021 17:28,8/6/2021 17:35,8/6/2021 17:46,Chicago,Calgary,12.28,completed,33.05
31372,6938,1574,4/22/2024 1:32,4/22/2024 1:42,4/22/2024 2:42,New York,Los Angeles,25.6,completed,73.47
31373,8660,1124,3/30/2023 10:17,3/30/2023 10:31,3/30/2023 10:53,Los Angeles,Montreal,13.2,completed,32.72
31374,7853,1462,9/1/2021 9:59,9/1/2021 10:10,9/1/2021 10:17,Montreal,Montreal,5.2,completed,10.39
31375,3114,367,9/7/2021 19:48,9/7/2021 19:52,9/7/2021 20:46,New York,New York,16.03,cancelled,41.58
31376,7436,1640,11/21/2022 15:49,11/21/2022 15:55,11/21/2022 16:03,Calgary,Calgary,12.68,completed,38.01
31377,7513,1723,5/17/2022 9:07,5/17/2022 9:08,5/17/2022 9:53,Calgary,Ottawa,9.82,complted,22.05
31378,1826,1683,4/17/2021 7:33,4/17/2021 7:40,4/17/2021 7:58,Los Angeles,Chicago,1.07,completed,-1.3
31379,3755,350,11/5/2022 1:31,11/5/2022 1:32,11/5/2022 1:59,San Francisco,Montreal,11.72,completed,28.02
31380,6360,1493,2/5/2024 5:35,2/5/2024 5:46,2/5/2024 6:02,Toronto,New York,29.37,completed,70.6
31381,5371,577,8/14/2021 15:27,8/14/2021 15:34,8/14/2021 16:32,Boston,New York,2.08,completed,12.52
31382,542,1477,11/3/2023 23:03,11/3/2023 23:06,11/3/2023 23:33,Chicago,San Francisco,8.13,completed,30.16
31383,9278,1767,9/14/2023 5:48,9/14/2023 5:52,9/14/2023 6:22,Montreal,Toronto,10.96,completed,31.39
31384,3519,707,1/30/2022 15:29,1/30/2022 15:31,1/30/2022 15:45,Vancouver,New York,18.23,cancelled,52.36
31385,4611,311,11/22/2023 3:33,11/22/2023 3:42,11/22/2023 4:27,Los Angeles,Chicago,1.26,completed,-1.25
31386,6599,1454,10/20/2023 14:28,10/20/2023 14:37,10/20/2023 14:44,Toronto,Calgary,11.57,completed,36.03
31387,9019,1334,1/28/2021 19:57,1/28/2021 20:10,1/28/2021 21:01,Chicago,San Francisco,19.45,complted,55.54
31388,7167,489,11/3/2021 16:31,11/3/2021 16:37,11/3/2021 17:03,Chicago,Montreal,26.33,completed,70.45
31389,2036,1004,4/4/2021 1:47,4/4/2021 1:51,4/4/2021 2:21,Vancouver,New York,5.32,completed,20.44
31390,2626,1737,1/14/2024 8:04,1/14/2024 8:18,1/14/2024 8:35,Toronto,San Francisco,9.71,completed,22.84
31391,4346,1860,11/14/2021 2:20,11/14/2021 2:26,11/14/2021 3:13,Ottawa,Chicago,24.52,completed,64.35
31392,1102,169,2/7/2024 7:59,2/7/2024 8:01,2/7/2024 8:13,Toronto,Montreal,17.73,completed,52.28
31393,9825,1103,10/15/2021 8:15,10/15/2021 8:27,10/15/2021 8:36,Calgary,Ottawa,15.72,completed,49
31394,379,877,10/1/2023 5:25,10/1/2023 5:39,10/1/2023 6:21,Montreal,Calgary,14.2,completed,38.94
31395,4802,1343,9/2/2021 13:37,9/2/2021 13:43,9/2/2021 14:15,New York,Vancouver,21.43,completed,51
31396,2214,1674,8/24/2023 19:04,8/24/2023 19:11,8/24/2023 19:43,New York,San Francisco,1.71,completed,2.31
31397,961,1388,4/20/2024 5:50,4/20/2024 5:52,4/20/2024 6:52,Boston,Calgary,27.13,completed,77.15
31398,5295,766,6/8/2023 10:05,6/8/2023 10:09,6/8/2023 10:51,Chicago,New York,12.11,cancelled,39.94
31399,8280,715,8/19/2022 21:58,8/19/2022 22:05,8/19/2022 22:35,Calgary,Chicago,4.77,completed,13.28
31400,6838,1288,8/6/2021 17:33,8/6/2021 17:37,8/6/2021 18:12,Montreal,San Francisco,13,completed,29.19
31401,5272,1690,6/12/2023 2:40,6/12/2023 2:45,6/12/2023 3:29,Chicago,Toronto,22.93,completed,54.58
31402,813,1957,2/2/2023 12:02,2/2/2023 12:07,2/2/2023 13:03,Ottawa,Vancouver,24.04,completed,65.77
31403,1553,1354,9/30/2023 6:16,9/30/2023 6:28,9/30/2023 7:16,Los Angeles,Calgary,4.22,completed,17.41
31404,1557,682,6/12/2021 4:43,6/12/2021 4:49,6/12/2021 5:26,San Francisco,Montreal,17.96,completed,43.44
31405,9366,1359,1/6/2021 22:59,1/6/2021 23:03,1/6/2021 23:20,Ottawa,Vancouver,24.46,completed,70.77
31406,5190,704,1/20/2022 13:59,1/20/2022 14:07,1/20/2022 14:38,Toronto,Boston,23.59,completed,-68.8
31407,815,978,3/27/2021 2:26,3/27/2021 2:30,3/27/2021 3:26,Los Angeles,Ottawa,20.97,completed,52.26
31408,6756,201,12/21/2023 5:50,12/21/2023 6:02,12/21/2023 6:41,Los Angeles,Montreal,17.98,completed,40.1
31409,9304,1574,3/20/2024 5:09,3/20/2024 5:18,3/20/2024 5:36,Boston,New York,8.54,completed,26.24
