ticker,market_date,price,open_price,high,low,volume,change,market_cap,circulating_supply,percent_change_24h,percent_change_7d
XRP,2024-04-12,39629.52,39791.97,39842.99,39541.58,301475.09,-0.41%,26489261731508.52,929572045.22,3.6,15.61
XRP,2022-07-29,23472.77,23641.62,24362.74,22957.52,485030.26,-0.71%,1662786458815.11,308918933.49,10.1,48.12
XRP,2023-05-15,22231.02,22179.29,22324.02,21489.82,73721.06,0.23%,14409107416610.49,209984405.53,-14.58,16.52
LTC,2024-03-21,4209.98,4146.27,4875.89,3273.61,769669.19,1.54%,2910104166811.07,538348814.45,-1.77,5.53
LTC,2022-11-21,1.15,358.89,1000.75,-541.74,442845.89,-99.68%,807072346.97,33730807.32,-10.05,27.04
BTC,2022-07-06,48402.61,48430.74,48900.54,48220.86,28102.78,-0.06%,22975092820090.36,48120543.75,-19.24,45.03
XRP,2022-10-29,44744.85,44607.16,44824.2,43966.49,661571.9,0.31%,2792314128716.0,449616079.87,-6.72,14.6
BTC,2024-03-24,30671.75,29843.74,30740.81,29206.68,407566.26,2.77%,23610339256442.63,784715138.22,-0.23,30.0
BTC,2023-12-09,7618.99,7577.6,7947.88,7259.2,659643.21,0.55%,1534744502217.26,534631229.5,4.52,30.22
ETH,2023-12-15,25641.11,25787.72,26086.64,25539.77,76691.43,-0.57%,7332917090843.15,876814027.99,0.34,2.99
BTC,2023-06-04,47106.17,47869.03,47989.53,46903.85,58742.65,-1.59%,44323696518266.3,31999866.64,-9.12,15.94
ADA,2023-04-07,10956.96,11873.44,11890.36,10936.17,796565.43,-7.72%,3596222008015.88,630716418.86,12.62,15.01
BTC,2023-03-07,12452.36,12867.41,12925.03,12105.37,272186.17,-3.23%,11229364560417.59,591398120.77,19.04,18.09
BTC,2022-10-05,26691.5,27267.22,27637.52,26346.42,371954.72,-2.11%,1697690891791.61,292036096.49,19.73,-13.77
BTC,2022-10-08,24547.99,24520.85,24741.35,24445.13,664522.18,0.11%,3991566216689.85,637697798.56,-10.67,5.33
LTC,2024-05-11,25329.55,25090.31,25865.11,25031.8,467246.92,0.95%,14315100048156.86,962884091.34,0.21,41.36
ETH,2023-05-14,49310.39,48738.99,49346.8,48397.58,832132.17,1.17%,30532965959239.18,872156298.62,-19.02,39.68
BTC,2023-04-08,19830.62,19513.24,19887.19,19380.52,935894.57,1.63%,18911811029549.63,707489445.51,15.42,21.05
ETH,2022-12-18,3416.87,3511.42,3888.09,3303.92,343667.62,-2.69%,2913921236017.28,378334609.34,-17.48,34.77
ADA,2023-12-02,31031.3,30951.23,31316.1,30787.09,346212.68,0.26%,28996206411292.19,289857462.75,-7.11,23.88
XRP,2024-04-12,7431.69,6983.23,7447.2,6574.0,358837.11,6.42%,912729445747.5,930998760.08,8.14,19.62
LTC,2024-03-30,10580.9,10254.06,10966.46,9964.54,102889.82,3.19%,4639453877487.48,636040982.8,2.02,13.87
ETH,2022-06-05,22755.83,22802.54,22868.13,22726.5,651209.97,-0.2%,18097296750315.6,598735391.59,-5.76,-49.27
LTC,2024-04-13,631.69,581.19,1198.46,236.64,735924.39,8.69%,274242051543.83,550020855.14,7.73,16.0
XRP,2023-11-20,33250.77,33568.76,33882.92,33194.04,491284.01,-0.95%,263372470130.41,248246425.26,-17.67,-39.12
XRP,2022-08-29,21276.06,20547.86,21397.83,19972.85,576831.83,3.54%,140014094419.33,861153497.16,-18.74,-28.3
ETH,2024-01-19,8518.19,8954.95,9938.75,8502.33,769310.95,-4.88%,7924273739861.02,471187881.3,-0.61,-23.2
XRP,2023-05-01,31053.44,30791.65,31335.64,30158.7,579650.12,0.85%,20261197642308.13,656309928.87,-2.1,38.02
LTC,2023-07-28,11915.95,11346.31,12140.56,11299.62,943108.4,5.02%,3908965986479.94,486419192.59,4.25,-47.69
ETH,2023-12-21,39500.13,38959.01,39836.98,38267.09,538204.78,1.39%,27697497832736.46,437493881.12,16.87,41.56
LTC,2023-06-16,10951.35,10929.75,11546.28,10560.12,774549.98,0.2%,7407521348302.79,853945524.5,12.33,-1.02
BTC,2023-02-14,21773.65,21166.44,21955.79,20799.38,405130.47,2.87%,17813073035345.86,759355362.65,6.86,-49.29
XRP,2023-05-30,11082.8,10819.88,11136.62,10444.67,211352.41,2.43%,4717821301657.87,249100400.94,6.02,39.32
XRP,2023-04-10,5698.28,5888.13,6095.17,5590.18,932390.19,-3.22%,1172841710076.28,236186991.95,7.84,47.08
LTC,2023-03-16,45387.43,44992.56,45972.05,44752.16,16907.91,0.88%,6002930497158.85,641535290.34,-17.34,-19.24
XRP,2023-02-18,10183.06,9956.29,10902.62,8966.54,837588.77,2.28%,10079175928239.09,305674613.98,-12.6,-17.63
LTC,2023-05-13,22890.96,22601.56,23452.67,22424.09,271420.6,1.28%,9615707164544.65,960956360.45,-2.51,-43.83
XRP,2023-05-06,31400.68,31330.37,31653.71,30965.48,904084.46,0.22%,31341057282361.03,831740943.36,14.36,-21.67
LTC,2024-02-17,21673.37,21874.92,22216.25,21219.96,120389.52,-0.92%,14718329742134.78,973565646.68,-3.5,-46.71
ADA,2023-05-14,32208.6,31916.1,32270.44,31016.63,475640.39,0.92%,16246121764257.81,426235226.63,7.38,-44.11
LTC,2023-10-29,39635.75,40014.64,40209.35,39476.36,123632.06,-0.95%,16071935151849.32,549690187.82,-9.51,-16.02
XRP,2024-04-20,36343.81,36491.15,36640.53,35902.8,974182.29,-0.4%,22019910077100.58,407098016.63,-0.71,11.35
ADA,2024-04-09,10524.44,11231.14,11393.29,10305.72,495788.59,-6.29%,2562605302270.52,244576072.46,10.66,31.77
ETH,2023-12-26,35261.22,35868.02,36017.08,35079.71,213491.0,-1.69%,21655162988016.23,209392574.33,-4.75,-33.68
LTC,2024-02-08,4381.43,4069.59,4813.43,3302.37,226254.47,7.66%,243073323483.12,88132093.08,-1.99,-18.82
XRP,2023-02-26,11336.51,11203.77,11763.18,10672.67,907040.15,1.18%,3686245129596.19,393339786.16,-15.27,47.94
ETH,2024-02-14,23840.5,23806.66,24661.52,22926.44,800055.68,0.14%,12739275024394.91,681943444.14,12.41,-42.39
BTC,2023-02-07,2677.26,2331.92,3230.0,2112.18,362371.07,14.81%,1044805325912.69,349187671.7,14.69,-39.44
ADA,2024-05-12,29228.15,29326.7,29796.72,28552.46,416571.74,-0.34%,12064837772168.69,425792273.82,2.1,-25.59
BTC,2023-04-30,20837.08,20810.87,21117.36,20596.48,634620.82,0.13%,18662989276838.86,584051178.22,-8.53,4.1
LTC,2022-08-28,41793.68,41764.81,42487.7,41424.27,159495.63,0.07%,11475318560020.78,63649070.64,-1.93,29.62
XRP,2024-03-20,44676.07,44360.87,44997.58,44208.63,679258.29,0.71%,41512627744006.69,686429512.18,-13.53,-46.2
ADA,2023-05-15,37452.57,37605.52,38033.06,37378.94,416897.84,-0.41%,27821050888870.69,719153763.8,4.15,1.33
BTC,2023-12-27,29206.81,30122.83,30715.9,29159.69,543100.42,-3.04%,3485988855535.99,818976525.61,17.43,6.08
LTC,2022-09-02,30570.36,30729.22,31100.7,29820.08,189750.91,-0.52%,9517012973344.76,874558966.2,-6.4,-2.25
XRP,2023-04-30,30861.55,31380.89,32223.24,30842.82,923853.85,-1.65%,17521785477040.05,446897340.54,-1.71,6.6
ADA,2023-04-08,21455.41,21582.63,22060.62,21422.96,200041.66,-0.59%,10641010657809.06,2287528.7,-15.82,1.93
BTC,2024-04-21,5650.74,6158.53,6586.68,5630.19,384021.97,-8.25%,677898729940.49,862289830.92,0.53,-27.47
XRP,2022-07-20,5840.04,5650.12,5849.26,5544.86,942353.51,3.36%,503732260356.56,80193906.06,17.71,-32.01
XRP,2024-01-04,26819.09,26282.17,27259.55,25972.99,840036.75,2.04%,15152966992654.62,223631605.74,-8.88,-36.92
XRP,2022-11-06,16475.79,16533.78,17452.02,16334.05,624353.37,-0.35%,6496917991862.4,379782397.94,3.57,10.91
BTC,2023-03-04,4993.61,5010.29,5057.88,4976.39,911261.74,-0.33%,387070656907.32,194104289.89,3.07,-12.14
XRP,2022-12-18,13760.35,13792.64,14465.15,13078.65,338020.11,-0.23%,11671750995964.23,657826153.93,13.93,9.27
XRP,2023-08-13,9697.42,9854.99,10724.97,9351.28,51003.28,-1.6%,2222174674904.06,991661459.59,16.65,28.94
ADA,2023-02-27,37573.16,37666.78,38613.8,37300.01,936921.3,-0.25%,7124370895414.57,18617632.89,8.44,-45.07
ETH,2023-05-17,29855.29,29934.2,30040.4,29542.64,805943.93,-0.26%,13104401777490.47,459055857.28,15.04,8.79
ADA,2023-12-02,9096.25,9165.54,9289.87,8824.3,82051.76,-0.76%,2367022960069.79,750287561.26,16.21,46.96
ETH,2022-09-08,34162.81,34318.23,35240.99,33679.02,784423.18,-0.45%,29579566358328.52,815959783.9,1.76,-0.08
LTC,2024-05-12,6813.65,6821.34,6932.71,6620.45,255928.3,-0.11%,901402348066.41,198214285.64,14.92,12.34
BTC,2023-05-26,21331.27,21271.55,21449.16,20861.69,613469.78,0.28%,19481548167654.3,709564847.49,7.87,42.34
ADA,2023-11-28,10132.76,10006.71,10723.4,9802.52,621812.33,1.26%,8240680023875.72,928266708.31,11.0,47.38
XRP,2022-07-02,26269.71,27080.31,27281.65,26240.04,828004.9,-2.99%,22798892819750.07,762922993.76,2.27,39.13
ADA,2023-07-06,46887.17,47234.15,47541.49,46696.92,26572.17,-0.73%,5449787033164.15,712698331.35,-2.15,8.99
LTC,2022-05-27,34553.4,35203.3,35554.3,34537.86,34746.7,-1.85%,16198776869491.91,916804622.23,-18.12,-41.43
LTC,2023-04-03,37403.32,36512.19,37435.72,35690.6,810333.14,2.44%,22820277521583.45,787135828.91,5.15,-18.71
ADA,2024-02-01,23287.32,23228.12,23760.07,22554.37,492587.9,0.25%,19502011203613.48,290491043.47,4.47,-26.14
LTC,2023-04-14,8570.7,8616.32,8806.57,8563.6,888006.28,-0.53%,6604374780689.81,544361272.64,13.79,-34.83
BTC,2023-07-05,41104.5,40954.12,41211.83,40934.96,752409.87,0.37%,38149439252700.13,149897961.4,-11.03,11.31
LTC,2023-03-20,32638.21,32757.62,33259.4,31984.22,227890.66,-0.36%,8634404282098.4,845029808.09,3.06,47.84
ADA,2023-02-05,12043.98,11746.42,12053.48,11221.82,281201.31,2.53%,4558109031628.02,112911447.08,-16.92,-30.29
ETH,2024-04-20,49819.95,49264.56,49943.33,49055.75,654210.64,1.13%,49556525956671.45,443048970.22,-2.36,11.85
XRP,2022-12-21,39016.32,38778.63,39223.21,38436.57,617848.85,0.61%,12117102333594.68,588090982.94,-15.79,41.51
BTC,2022-08-01,34281.92,33998.89,34698.22,33764.9,653225.76,0.83%,11018420631039.35,95889346.58,-0.69,22.06
XRP,2022-07-20,15353.21,15545.42,16201.03,14591.95,624629.6,-1.24%,1966586590241.73,540102715.67,19.2,-45.05
ADA,2023-01-21,47863.65,48049.15,49013.49,47822.43,118629.2,-0.39%,16157145429431.94,416843545.65,-14.3,-11.62
ETH,2023-07-18,7857.06,7989.91,8027.93,7528.65,122502.11,-1.66%,5376135305699.21,329999441.12,3.9,23.2
LTC,2022-06-26,47831.14,48028.83,48552.71,47767.46,122184.18,-0.41%,25451077316128.29,747739739.8,14.84,-19.42
BTC,2022-05-23,9591.78,10250.63,10613.65,9368.8,806754.91,-6.43%,2225583087146.89,194792696.38,5.62,25.93
BTC,2024-04-09,19067.09,18986.49,19275.87,18717.1,10408.86,0.42%,17815309661600.38,951238989.57,-14.7,38.87
BTC,2023-11-23,35912.38,36187.58,36775.67,35562.95,665465.08,-0.76%,5794198565305.37,486894411.91,-18.5,15.62
ADA,2023-04-03,43879.28,43098.34,43976.71,42419.7,684060.75,1.81%,5295959917799.78,210916421.23,-11.17,-34.5
ADA,2023-09-20,15115.46,15372.48,15667.51,15029.29,483446.65,-1.67%,13429064212843.28,512529097.14,10.51,-11.08
ETH,2023-05-11,32594.41,32469.58,32931.94,32337.18,454437.25,0.38%,23751301909336.65,893340226.84,-17.96,6.92
BTC,2024-03-23,24482.91,24132.26,24997.26,23719.73,182421.62,1.45%,398244251782.65,252768486.74,-12.96,31.81
LTC,2023-04-25,47630.63,48318.31,49026.77,47470.99,412814.62,-1.42%,15784120557514.2,206396460.38,16.85,28.34
ETH,2024-01-27,22452.32,22226.34,23107.33,21912.27,987732.31,1.02%,3341551347639.23,569730666.86,9.41,-21.75
ADA,2022-09-15,6926.53,6913.7,7217.4,6378.98,347544.3,0.19%,4707264419466.95,931403209.97,-6.58,-43.24
LTC,2023-10-06,385.32,825.42,972.65,160.86,135817.45,-53.32%,351485608311.43,162705522.8,-6.35,0.13
ETH,2024-01-14,2521.9,2366.19,3211.31,1698.22,837968.97,6.58%,441189794031.04,469312574.38,-11.87,-5.26
XRP,2024-05-08,15000.95,15173.12,15400.2,14657.12,420568.05,-1.13%,12845986048617.3,273111561.61,-16.56,26.57
ETH,2023-10-08,26710.46,26713.55,26772.31,26527.98,138184.2,-0.01%,6378417796592.93,197795655.0,-18.74,-15.05
XRP,2023-04-02,47655.52,47934.65,48263.86,47598.72,639136.84,-0.58%,42304941464598.79,690139258.02,-0.4,11.8
LTC,2024-01-13,16768.12,17591.9,18023.16,16596.42,25753.86,-4.68%,8940945618191.11,367561893.0,15.54,-47.56
ADA,2022-09-02,32890.73,32950.82,33376.89,32659.86,68776.52,-0.18%,32663801733342.16,273888977.06,19.82,-16.98
LTC,2022-07-16,4630.14,4204.09,5188.38,3890.88,143230.02,10.13%,247225210256.41,915989617.05,3.65,-23.57
ADA,2023-01-03,32252.14,32783.35,33582.76,31888.2,214926.25,-1.62%,19896246821022.18,881498480.61,12.68,31.69
ETH,2022-08-10,13750.19,13272.65,14208.47,12547.91,845624.62,3.6%,9341522743385.98,293757675.3,15.31,-16.9
ETH,2024-02-23,42993.3,42790.83,43585.63,41908.18,153446.46,0.47%,3199215856498.06,132811745.83,1.15,-1.66
ADA,2022-07-06,22593.14,22316.4,23031.93,21777.18,857234.31,1.24%,1955570992752.21,849599541.89,-10.49,46.99
XRP,2024-03-01,20403.04,20892.19,21865.83,20335.64,893532.48,-2.34%,5626552653485.47,402015366.93,-14.22,49.49
ADA,2023-07-18,43611.89,43177.85,44051.3,42220.28,953223.44,1.01%,29090876609766.8,740560736.11,17.03,44.26
ADA,2022-05-24,11939.29,11995.48,12110.67,11931.9,255256.21,-0.47%,2603305964052.23,407567948.15,16.48,-41.8
ADA,2022-08-18,15985.54,15809.29,16603.57,15686.71,84077.42,1.11%,792386770204.46,298435139.72,-18.56,38.39
BTC,2023-06-06,47511.47,47650.84,47935.38,47196.86,197668.56,-0.29%,46651439327304.73,244628309.1,-15.09,-34.1
ADA,2023-10-30,22408.35,22743.52,23282.76,22218.56,10023.05,-1.47%,19970528547503.18,931485140.38,-19.3,-34.63
LTC,2023-12-25,2485.02,2642.98,3147.28,2387.44,337898.57,-5.98%,296942064132.17,870714032.88,7.79,23.28
ADA,2024-04-23,14892.73,15048.83,15656.87,14554.02,63349.17,-1.04%,269566385686.77,719967202.22,-15.11,-46.74
LTC,2023-01-07,5418.18,6071.65,6590.57,5142.12,302345.1,-10.76%,1600458766350.22,843689018.25,15.78,-2.18
ADA,2023-07-22,10908.73,10765.8,11443.72,10761.35,743875.33,1.33%,3362087944398.92,218139905.96,2.3,38.76
ADA,2023-05-02,10745.03,10734.76,11027.98,10605.1,59808.08,0.1%,7031090160926.98,531363959.14,-15.56,-45.31
ETH,2023-06-10,43307.17,43052.91,44015.84,42747.84,198750.3,0.59%,31491926433654.91,509668600.6,-19.51,-26.67
BTC,2023-12-27,22111.53,21936.25,22807.42,21055.58,959979.35,0.8%,20154608564434.29,511020734.76,-4.27,-18.46
ETH,2022-09-19,27589.69,27583.41,28057.25,27573.32,225083.97,0.02%,7187718288069.19,450481842.41,16.09,42.36
LTC,2024-04-13,30695.74,30287.78,30724.42,29831.62,227000.47,1.35%,16689814988554.77,106771011.58,-4.32,-37.79
LTC,2024-02-25,32962.35,32601.43,33164.23,31721.05,29610.76,1.11%,22396233951724.86,21604375.57,-3.72,-29.91
ETH,2023-04-22,21493.74,21839.76,21885.53,21115.2,873985.58,-1.58%,5888055552676.55,967432596.58,18.52,-11.71
ETH,2024-02-22,6395.06,6340.85,6409.67,6298.67,370483.55,0.85%,2992865729224.85,436594461.52,12.08,-9.89
LTC,2024-04-13,26195.97,25222.99,26202.99,24565.91,604253.35,3.86%,14949580166335.7,830597501.41,4.05,-38.98
ETH,2023-03-09,8950.74,8651.39,9308.95,7891.3,410663.68,3.46%,1253849196312.22,575570740.06,15.63,-6.49
XRP,2024-02-11,220.97,236.56,441.22,-617.43,23140.38,-6.59%,134156223978.38,515553137.3,-16.1,24.17
LTC,2023-06-15,46195.9,46367.88,47091.41,45641.02,218132.53,-0.37%,43516556553908.66,9011100.82,-15.91,0.36
XRP,2022-09-09,21386.95,20789.58,21417.28,20449.41,354351.04,2.87%,3159832966876.02,340163681.4,-9.82,49.85
LTC,2024-03-02,13733.72,14155.88,14307.75,13571.12,113513.28,-2.98%,12374809119319.63,269829559.07,5.04,-37.06
LTC,2022-10-08,47193.5,47337.04,47384.3,47098.05,662222.74,-0.3%,5548550675241.69,695053798.02,5.49,-22.65
XRP,2022-12-27,11375.78,11472.54,11564.19,11209.9,426423.78,-0.84%,8528940625001.7,940611753.72,1.73,-40.9
BTC,2022-09-25,20129.95,20226.85,20312.73,19683.53,296823.52,-0.48%,10513526275855.86,979101588.89,-13.34,42.94
XRP,2023-01-26,19371.02,18757.56,19675.71,17876.31,336037.54,3.27%,5036790252719.91,99272965.21,11.18,-9.97
XRP,2022-08-25,33155.69,33571.43,34501.02,32722.86,463004.57,-1.24%,19309500475062.11,756725450.66,-18.56,28.97
LTC,2023-08-17,14717.47,14358.92,15114.45,14047.84,823666.64,2.5%,2645199078021.22,958914041.51,3.15,-33.65
XRP,2023-08-17,44397.72,44444.27,44564.6,44006.86,644835.87,-0.1%,34076916831330.35,36239830.02,6.9,-6.32
LTC,2022-09-27,30032.44,29628.48,30106.62,29542.36,359955.59,1.36%,28480916954819.26,823813651.08,-7.62,-2.69
LTC,2023-12-22,46248.38,46340.4,46423.42,46234.0,253813.45,-0.2%,19661874895553.88,69245946.66,3.63,33.82
BTC,2023-11-25,8760.36,8995.39,9761.05,8061.54,565446.36,-2.61%,2905214678960.91,931158890.09,-6.58,-25.67
XRP,2022-11-09,5017.36,4931.94,5091.29,4835.05,338762.35,1.73%,192318087198.87,691208615.0,-8.04,31.06
ETH,2024-01-09,33713.3,33391.07,34305.25,33183.72,561405.57,0.97%,9110466538606.12,777287407.73,-4.0,-38.79
LTC,2023-11-23,27832.25,27655.25,27943.85,27575.56,296467.61,0.64%,604114195956.1,807639152.54,-15.61,-16.47
ETH,2023-03-21,49206.88,49238.16,49341.13,48446.34,473936.76,-0.06%,15153523407165.7,141010414.56,-9.82,-13.83
XRP,2023-07-25,28901.12,28950.57,29467.39,28373.19,245831.07,-0.17%,18178206006761.2,667266100.24,-8.53,-40.26
ETH,2022-09-29,12466.78,12635.49,13416.73,12354.05,120389.64,-1.34%,2464278561303.54,66385177.3,7.54,2.99
BTC,2023-02-16,29511.03,30171.98,30658.17,29275.35,687700.14,-2.19%,5778203449519.33,598407321.61,18.04,32.76
BTC,2022-05-21,9857.01,9852.52,9947.25,9165.4,500205.38,0.05%,3028633062411.88,504930183.41,8.64,13.17
ETH,2023-01-21,44955.98,44954.22,45456.71,44259.84,174412.42,0.0%,17320359189837.46,964074384.58,-17.85,26.43
ADA,2023-07-31,28723.28,28481.36,28974.18,28331.31,944701.83,0.85%,14600916074815.32,849056500.76,7.38,-32.77
ETH,2023-04-08,47200.83,47139.8,47300.07,46728.33,367036.32,0.13%,29112705187131.29,663437971.66,-8.39,-9.49
ADA,2023-07-20,24501.75,25083.11,26020.95,24359.19,688142.1,-2.32%,14522088871674.8,526923483.98,-7.01,27.73
LTC,2023-09-27,31954.99,31730.45,32304.79,30834.11,869413.07,0.71%,16956303671747.58,62017141.1,-17.31,-20.44
ETH,2023-02-23,37562.56,37222.7,37888.73,37127.96,43670.86,0.91%,16425285714442.88,85371336.15,4.33,-46.73
ETH,2024-04-01,11732.55,11768.54,12193.46,11061.99,612665.89,-0.31%,10061766638805.49,77460678.55,11.49,-27.1
ADA,2022-08-21,43429.37,43585.16,44107.86,42726.75,876544.03,-0.36%,19905055825357.9,375214743.98,-14.43,-19.44
ADA,2024-03-31,36302.16,35597.16,36497.55,35379.85,459012.89,1.98%,4604878334676.74,751244266.85,-4.56,6.02
BTC,2023-10-17,12490.72,12441.42,13020.57,12410.46,529412.74,0.4%,2763539173597.14,704603769.41,15.71,-33.54
LTC,2022-12-17,3198.8,3673.54,4613.14,2961.15,240232.93,-12.92%,1965100140892.69,299814252.29,-13.7,33.52
LTC,2023-03-20,35386.91,35075.86,35472.86,34837.3,706355.67,0.89%,14639385353654.53,627398511.03,-14.53,47.51
ETH,2022-11-08,42098.03,41998.95,42316.95,41658.52,875054.22,0.24%,28744381608857.13,290987599.48,12.98,-36.51
BTC,2024-05-11,9126.36,8366.52,9207.73,7997.03,235684.53,9.08%,1176248463452.71,181826078.83,6.99,2.46
ETH,2022-06-10,30282.22,29957.97,30360.34,29895.96,210433.51,1.08%,17252281434537.94,211790346.24,-19.85,-9.67
ADA,2022-09-24,12731.22,13104.77,13155.39,12333.92,63742.59,-2.85%,1760450958136.93,702811688.21,19.41,43.8
LTC,2023-08-30,16401.07,16425.95,16486.6,16228.25,735214.51,-0.15%,31661957042.34,943183123.17,10.92,-29.27
LTC,2023-01-15,16550.43,16775.23,17253.34,16383.11,397564.3,-1.34%,1188178126736.66,485202111.32,-19.31,-30.28
ETH,2023-01-07,15880.12,15512.2,16028.41,15420.64,399082.11,2.37%,2770494340246.65,922709719.63,-16.89,-40.12
ADA,2022-08-25,3924.76,3699.0,4091.43,3424.69,636896.72,6.1%,2297493396683.53,679165045.32,0.91,24.23
LTC,2024-03-10,4235.69,4973.86,5871.41,4202.96,69428.97,-14.84%,3658592746934.84,403877069.83,-19.78,6.59
ETH,2023-01-25,38750.5,38406.05,39328.4,37897.71,173328.98,0.9%,10692159049995.16,439077287.65,-1.61,-28.37
ETH,2024-05-06,6328.07,6274.23,6496.27,6190.84,351757.9,0.86%,62409593451.48,196312922.1,8.09,-45.66
BTC,2023-02-07,43052.84,42842.4,43757.44,42805.46,364825.88,0.49%,25030707702366.58,627609581.36,18.58,-22.96
XRP,2023-05-04,19617.0,18872.0,19710.58,18678.86,665453.29,3.95%,9606702802684.61,719800206.25,-12.13,-45.59
LTC,2022-10-27,30770.63,31208.19,31790.29,30325.59,389376.02,-1.4%,25999773439632.16,907552990.86,11.43,41.9
ADA,2023-02-23,8390.69,8747.29,9595.53,7863.96,670148.33,-4.08%,166025034054.68,926175002.03,-6.11,6.39
LTC,2023-11-02,34727.84,35378.13,35705.16,34447.48,749445.68,-1.84%,17627628116718.14,254189760.8,0.51,-18.51
ADA,2022-12-19,31246.92,31152.27,31496.19,30178.48,351152.24,0.3%,16926694878710.77,873089551.95,-6.78,-6.43
LTC,2023-01-14,32835.47,32394.56,33094.37,31424.74,348220.42,1.36%,15102734978398.06,866145832.34,15.71,3.89
ADA,2022-08-13,12844.86,12876.08,13039.4,12607.6,347406.26,-0.24%,12096021514392.81,154438639.34,-0.76,9.78
XRP,2024-03-30,11243.89,11620.11,11671.03,11018.49,570938.97,-3.24%,7653064769837.21,867141426.69,16.78,44.04
ADA,2022-05-21,47811.47,47702.86,48090.75,47242.23,832799.53,0.23%,13990720564513.94,127619300.39,-18.91,-27.23
BTC,2022-08-23,33201.13,33881.68,33953.52,33086.19,123909.44,-2.01%,7076340040808.78,175037378.28,-12.27,-29.95
ADA,2023-06-01,43297.06,43029.15,43554.56,42371.76,990205.62,0.62%,11907470040418.42,942103037.92,-12.18,-30.72
BTC,2022-12-22,45487.44,45071.33,45974.44,44369.2,484760.65,0.92%,3260111941163.61,346473890.66,10.43,8.77
LTC,2024-03-29,8679.93,8692.7,8903.36,8158.53,944847.55,-0.15%,6777744602208.71,706406931.99,5.31,49.8
ADA,2023-01-06,20198.28,20164.11,20303.46,19796.93,513023.98,0.17%,10019649026477.26,208825390.44,-5.5,24.94
XRP,2023-02-04,9559.51,8864.45,9823.26,7931.37,494382.3,7.84%,9432696865649.83,72235991.25,6.2,-46.79
LTC,2023-12-14,46220.93,46087.94,46938.12,45264.23,640266.25,0.29%,22513984040622.19,124405772.29,14.62,-45.07
XRP,2023-02-10,16926.57,17285.32,17882.09,16458.37,130087.78,-2.08%,6051279710113.56,271122382.08,-5.96,47.67
LTC,2024-01-08,7520.16,7162.71,7552.39,6879.77,364069.07,4.99%,1226734304661.58,57535619.74,-12.24,-40.73
ETH,2023-02-04,39182.12,39368.11,39536.42,38742.81,552492.65,-0.47%,7363412740163.91,701576098.82,-1.07,5.81
LTC,2024-04-19,29596.28,30525.02,31027.37,29547.26,172761.83,-3.04%,20869355921389.95,315033711.68,-0.09,12.29
XRP,2022-06-25,29739.17,29594.22,29912.04,29434.44,171418.88,0.49%,5044578755517.12,850021521.61,11.02,-40.01
LTC,2024-02-07,41464.2,41294.3,41917.35,40756.32,327175.7,0.41%,24071943633923.07,789896900.92,-2.22,-39.15
XRP,2023-03-15,17194.63,16671.39,17234.1,15821.52,325835.07,3.14%,7848667556112.56,853935502.74,-14.97,-1.58
ETH,2022-12-25,37509.46,37087.49,37791.95,36107.75,631632.56,1.14%,4840733712437.55,830248601.95,0.63,8.5
ADA,2023-08-16,11637.25,11186.14,11742.86,10716.31,941685.84,4.03%,11439711421469.53,529803485.77,-8.35,-40.56
BTC,2023-10-05,13541.64,13897.31,13936.84,13179.72,821622.34,-2.56%,11292470703892.79,473199162.96,-0.73,3.02
XRP,2023-07-27,48264.1,47997.33,48272.9,47959.23,96775.94,0.56%,9114815736510.34,274624878.9,13.64,-18.38
ADA,2022-11-15,26714.36,27210.76,27438.83,26697.38,372485.22,-1.82%,4835153390303.86,402770679.27,-17.6,17.01
LTC,2024-01-20,49219.39,49141.72,49447.68,48758.67,425742.04,0.16%,42143681022488.16,469786350.66,8.83,6.78
ETH,2023-01-30,44014.9,44373.6,45268.91,43754.8,412398.34,-0.81%,16852167736789.13,793632925.84,13.82,4.28
XRP,2022-10-13,21821.99,22216.06,22295.66,21527.79,34868.18,-1.77%,15163833851144.26,765998594.57,-11.15,-48.93
BTC,2023-03-15,30825.13,30849.43,30850.05,30787.76,248163.29,-0.08%,10237210746516.65,873681251.24,11.46,1.54
ADA,2023-03-02,1274.5,1181.43,1317.63,384.89,874567.04,7.88%,426481717396.47,77239406.1,3.61,-23.14
ETH,2023-05-07,39373.0,39289.69,39870.38,38645.51,443109.18,0.21%,13413324280154.93,746585214.15,7.48,-3.72
BTC,2023-11-10,277.74,363.69,624.24,250.0,939823.17,-23.63%,247156694682.95,395502049.2,-4.85,3.42
BTC,2022-11-19,20228.14,20606.26,21248.35,19690.39,43037.25,-1.83%,15018218858580.03,159484210.6,-12.84,46.46
XRP,2023-03-13,48420.87,48204.09,48687.1,47491.48,656154.18,0.45%,17623079269008.95,174155573.63,-18.54,-4.22
XRP,2023-02-18,18502.1,18523.08,18530.15,18276.21,993448.04,-0.11%,3823593884939.21,792383832.14,-4.68,-19.21
BTC,2023-07-23,39460.01,39380.24,39995.2,39007.46,583083.0,0.2%,16067060894299.61,196060454.59,2.43,-23.24
ADA,2023-04-05,19065.92,18854.86,19455.91,18071.99,586041.46,1.12%,13721691085511.23,803734851.96,-4.89,-29.48
ETH,2023-10-04,32852.04,32944.33,33681.08,32607.04,750819.71,-0.28%,32036322046977.77,753981313.37,14.88,-2.33
